title,seniority,location,tech_stack,company_size,years_experience,salary
Software Engineer,Mid,London,Java,Startup,22,84427.94
QA Engineer,Junior,London,Python,Big Tech,18,88292.51
Product Manager,Mid,India,C++,Mid-Size,13,37824.14
Designer,Lead,Germany,Javascript,Startup,21,146820.95
Product Manager,Senior,SF,Javascript,Startup,12,197949.3
Data Scientist,Senior,SF,Java,Mid-Size,20,266917.13
Software Engineer,Senior,SF,Python,Startup,0,139843.69
Data Scientist,Lead,New York,Go,Startup,18,275586.7
Data Scientist,Principal,India,Java,Mid-Size,0,64419.89
Designer,Principal,SF,Python,Startup,3,247161.58
Software Engineer,Mid,London,Rust,Startup,9,92467.68
Software Engineer,Principal,Germany,Javascript,Mid-Size,2,200888.95
HR,Principal,Remote,Go,Big Tech,19,420421.88
Software Engineer,Senior,Remote,C++,Mid-Size,8,177370.73
Software Engineer,Senior,SF,Go,Startup,2,159918.48
Software Engineer,Mid,Remote,C++,Mid-Size,5,97979.91
Designer,Junior,Remote,Go,Startup,5,52705.47
Product Manager,Mid,New York,Javascript,Startup,22,145336.14
HR,Mid,London,C++,Mid-Size,24,106640.96
Data Scientist,Lead,London,Python,Startup,11,164241.77
Software Engineer,Lead,New York,C++,Big Tech,22,448563.36
Sales,Mid,New York,Java,Startup,0,85919.84
Product Manager,Mid,Remote,Python,Mid-Size,15,148928.04
Product Manager,Mid,India,Java,Big Tech,23,43150.88
Data Scientist,Principal,Germany,Go,Big Tech,4,352546.65
Designer,Lead,Germany,Python,Startup,8,108792.86
DevOps,Mid,Remote,Go,Mid-Size,9,133335.64
DevOps,Senior,Germany,Rust,Startup,12,143353.39
Product Manager,Senior,New York,Go,Startup,14,218192.12
QA Engineer,Principal,London,Go,Mid-Size,11,277028.62
QA Engineer,Principal,Germany,Java,Mid-Size,4,196408.73
Data Scientist,Junior,Remote,C++,Startup,4,56267.16
DevOps,Junior,India,Rust,Big Tech,17,32491.81
Product Manager,Junior,Remote,Go,Startup,11,73794.61
Designer,Principal,SF,Go,Big Tech,2,501391.24
DevOps,Principal,Remote,Rust,Startup,25,315639.81
Product Manager,Principal,New York,Rust,Mid-Size,24,534625.21
Product Manager,Senior,London,Python,Big Tech,6,207828.69
Software Engineer,Principal,London,Java,Mid-Size,16,349724.37
Designer,Senior,Germany,Rust,Mid-Size,18,157920.72
Software Engineer,Junior,New York,Rust,Mid-Size,17,127146.2
Data Scientist,Junior,SF,Javascript,Mid-Size,0,91059.29
Software Engineer,Junior,New York,C++,Mid-Size,24,104415.78
Sales,Mid,Remote,Rust,Startup,23,103145.61
Software Engineer,Mid,New York,Java,Big Tech,4,162347.31
